     111   0.1380   1.000062 3.721458e+08 372168845 
    -211   0.1380   1.000006 3.721458e+08 372148139 
     211   0.1380   1.000061 3.721458e+08 372168582 
    -311   0.4940   1.000063 1.013897e+08 101396036 
    -321   0.4940   1.000053 1.013897e+08 101395103 
     321   0.4940   1.000123 1.013897e+08 101402210 
     311   0.4940   1.000071 1.013897e+08 101396862 
     221   0.5480   1.000073 7.918798e+07 79193749 
     113   0.7760   0.999887 7.045903e+07 70451046 
     213   0.7760   1.000243 7.045903e+07 70476143 
    -213   0.7760   1.000114 7.045903e+07 70467030 
     223   0.7830   0.999936 7.254126e+07 72536599 
 9000221   0.8000   0.999760 2.202788e+07 22022583 
    -313   0.8920   1.000149 3.841984e+07 38425562 
     313   0.8920   0.999874 3.841984e+07 38414993 
     323   0.8920   1.000033 3.841984e+07 38421112 
    -323   0.8920   0.999895 3.841984e+07 38415811 
    2112   0.9380   0.999610 2.214816e+07 22139529 
   -2112   0.9380   0.999857 2.214816e+07 22145008 
    2212   0.9380   0.999947 2.214816e+07 22146997 
   -2212   0.9380   1.000276 2.214816e+07 22154284 
     331   0.9580   0.999860 8.134302e+06 8133161 
-9000211   0.9890   1.000207 6.713719e+06 6715112 
 9000211   0.9890   1.000520 6.713719e+06 6717208 
 9000111   0.9890   0.999760 6.713719e+06 6712109 
 9010221   0.9900   1.000648 6.977714e+06 6982235 
     333   1.0190   1.000091 2.096333e+07 20965245 
    3122   1.1160   0.999902 8.417373e+06 8416548 
   -3122   1.1160   0.999736 8.417373e+06 8415153 
   10223   1.1700   1.000243 1.267970e+07 12682782 
    3112   1.1890   1.000505 5.612834e+06 5615670 
   -3112   1.1890   0.999778 5.612834e+06 5611588 
    3212   1.1890   0.999619 5.612834e+06 5610698 
   -3212   1.1890   1.000290 5.612834e+06 5614464 
    3222   1.1890   0.999655 5.612834e+06 5610896 
   -3222   1.1890   1.000105 5.612834e+06 5613423 
  -10213   1.2295   1.000241 6.371057e+06 6372592 
   10213   1.2295   1.000052 6.371057e+06 6371388 
   10113   1.2295   1.000242 6.371057e+06 6372598 
   20213   1.2300   0.999444 1.033828e+07 10332530 
   20113   1.2300   1.000323 1.033828e+07 10341621 
  -20213   1.2300   1.000183 1.033828e+07 10340169 
    2224   1.2320   1.000767 5.915227e+06 5919766 
   -2224   1.2320   1.000349 5.915227e+06 5917294 
    2214   1.2320   1.000145 5.915227e+06 5916082 
   -2214   1.2320   0.999952 5.915227e+06 5914942 
    2114   1.2320   1.000360 5.915227e+06 5917359 
   -2114   1.2320   0.999869 5.915227e+06 5914453 
    1114   1.2320   0.999699 5.915227e+06 5913447 
   -1114   1.2320   0.999962 5.915227e+06 5915001 
  -10313   1.2720   0.999120 3.879655e+06 3876242 
  -10323   1.2720   0.999531 3.879655e+06 3877837 
   10323   1.2720   0.999307 3.879655e+06 3876966 
   10313   1.2720   0.999382 3.879655e+06 3877257 
     225   1.2760   0.999499 8.656160e+06 8651822 
   20223   1.2819   0.999653 4.732616e+06 4730974 
  100221   1.2940   0.999873 1.479983e+06 1479795 
 -100211   1.3000   0.999110 2.454291e+06 2452108 
  100111   1.3000   0.998895 2.454291e+06 2451579 
  100211   1.3000   0.999251 2.454291e+06 2452453 
    3322   1.3180   1.000237 2.715516e+06 2716160 
   -3322   1.3180   0.999789 2.715516e+06 2714943 
    3312   1.3180   0.999813 2.715516e+06 2715007 
   -3312   1.3180   0.999366 2.715516e+06 2713795 
     215   1.3183   1.000046 7.585631e+06 7585981 
     115   1.3183   0.999973 7.585631e+06 7585427 
    -215   1.3183   1.000113 7.585631e+06 7586488 
   10221   1.3500   0.999216 1.417120e+06 1416009 
 9000213   1.3540   1.000136 3.953428e+06 3953966 
 9000113   1.3540   0.999045 3.953428e+06 3949652 
-9000213   1.3540   0.999278 3.953428e+06 3950572 
    3224   1.3850   1.001964 3.032906e+06 3038862 
   -3224   1.3850   1.000192 3.032906e+06 3033489 
    3214   1.3850   0.999885 3.031208e+06 3030859 
   -3214   1.3850   0.999648 3.031208e+06 3030141 
    3114   1.3850   0.999687 3.024291e+06 3023344 
   -3114   1.3850   1.000500 3.024291e+06 3025802 
  -20323   1.4030   1.000231 2.593882e+06 2594482 
  -20313   1.4030   1.000093 2.593882e+06 2594124 
   20313   1.4030   0.999933 2.593882e+06 2593707 
   20323   1.4030   1.000228 2.593882e+06 2594474 
   13122   1.4050   1.001380 1.351830e+06 1353696 
  -13122   1.4050   1.000458 1.351830e+06 1352449 
 9020221   1.4090   0.998746 7.362906e+05 735367 
 -100323   1.4210   0.999221 2.473114e+06 2471186 
 -100313   1.4210   0.999887 2.473114e+06 2472834 
  100313   1.4210   0.999346 2.473114e+06 2471495 
  100323   1.4210   0.999730 2.473114e+06 2472446 
  100223   1.4250   1.000322 4.263392e+06 4264766 
   20333   1.4264   0.999204 2.160803e+06 2159083 
    -325   1.4290   0.999805 3.505159e+06 3504475 
     325   1.4290   1.000010 3.505159e+06 3505193 
    -315   1.4290   1.000086 3.505159e+06 3505459 
     315   1.4290   1.000380 3.505159e+06 3506489 
   12212   1.4400   1.000256 1.035486e+06 1035751 
  -12212   1.4400   0.999643 1.035486e+06 1035116 
   12112   1.4400   1.001042 1.035486e+06 1036565 
  -12112   1.4400   1.001116 1.035486e+06 1036641 
  -10311   1.4530   1.000736 9.716032e+05 972318 
  -10321   1.4530   1.000304 9.716032e+05 971899 
   10321   1.4530   1.000859 9.716032e+05 972438 
   10311   1.4530   1.001509 9.716032e+05 973069 
  100113   1.4650   0.999270 2.583475e+06 2581589 
  100213   1.4650   1.000911 2.583475e+06 2585829 
 -100213   1.4650   1.000368 2.583475e+06 2584426 
  -10211   1.4740   1.000737 6.511209e+05 651601 
   10211   1.4740   1.000825 6.511209e+05 651658 
   10111   1.4740   1.001680 6.511209e+05 652215 
  100331   1.4760   1.001406 5.794082e+05 580223 
 9030221   1.5070   0.999086 6.348936e+05 634313 
    2124   1.5150   0.997265 1.340823e+06 1337156 
   -2124   1.5150   0.998523 1.340823e+06 1338842 
    1214   1.5150   0.999049 1.340823e+06 1339548 
   -1214   1.5150   0.998779 1.340823e+06 1339186 
    3124   1.5200   0.999816 1.265184e+06 1264951 
   -3124   1.5200   0.998297 1.265184e+06 1263029 
     335   1.5250   0.998582 2.027071e+06 2024196 
   22112   1.5300   0.997483 6.151786e+05 613630 
  -22112   1.5300   1.000392 6.151786e+05 615420 
   22212   1.5300   1.000412 6.151786e+05 615432 
  -22212   1.5300   0.999975 6.151786e+05 615163 
    3324   1.5330   1.000781 1.448974e+06 1450106 
   -3324   1.5330   0.998826 1.448974e+06 1447273 
    3314   1.5330   0.998912 1.448974e+06 1447397 
   -3314   1.5330   0.999908 1.448974e+06 1448841 
   23122   1.6000   0.999817 4.884783e+05 488389 
  -23122   1.6000   0.999357 4.884783e+05 488164 
    2222   1.6100   0.999391 4.162576e+05 416004 
   -2222   1.6100   1.000371 4.162576e+05 416412 
    1112   1.6100   1.000006 4.162576e+05 416260 
   -1112   1.6100   0.999165 4.162576e+05 415910 
    1212   1.6100   1.003325 4.162581e+05 417642 
   -1212   1.6100   0.998157 4.162581e+05 415491 
    2122   1.6100   0.997536 4.162576e+05 415232 
   -2122   1.6100   1.001445 4.162576e+05 416859 
   10225   1.6170   0.999348 1.222096e+06 1221299 
   32112   1.6500   1.000433 3.878032e+05 387971 
  -32112   1.6500   1.001611 3.878032e+05 388428 
   32212   1.6500   1.000497 3.878031e+05 387996 
  -32212   1.6500   1.000222 3.878031e+05 387889 
   13212   1.6600   0.998797 3.421336e+05 341722 
  -13212   1.6600   1.001173 3.421336e+05 342535 
   13112   1.6600   1.003283 3.421397e+05 343263 
  -13112   1.6600   1.002897 3.421397e+05 343131 
   13222   1.6600   1.002877 3.421406e+05 343125 
  -13222   1.6600   1.000796 3.421406e+05 342413 
 9010113   1.6620   1.002475 6.670258e+05 668677 
-9010213   1.6620   0.999685 6.670258e+05 666816 
 9010213   1.6620   1.002319 6.670258e+05 668573 
     227   1.6670   0.999666 2.443151e+06 2442334 
   13114   1.6700   0.999402 5.384571e+05 538135 
  -13114   1.6700   1.001573 5.384571e+05 539304 
   13214   1.6700   0.999915 5.384249e+05 538379 
  -13214   1.6700   0.999166 5.384249e+05 537976 
   33122   1.6700   0.996416 2.867677e+05 285740 
