     111   0.1380   1.000056 3.721458e+08 372166474 
    -211   0.1380   1.000005 3.721458e+08 372147608 
     211   0.1380   0.999954 3.721458e+08 372128652 
    -311   0.4940   1.000023 1.013897e+08 101392021 
    -321   0.4940   0.999876 1.013897e+08 101377075 
     321   0.4940   1.000038 1.013897e+08 101393577 
     311   0.4940   0.999848 1.013897e+08 101374321 
     221   0.5480   0.999827 7.918798e+07 79174289 
     113   0.7760   1.000063 7.760028e+07 77605183 
     213   0.7760   0.999963 7.760028e+07 77597421 
    -213   0.7760   1.000252 7.760028e+07 77619869 
     223   0.7830   1.000014 7.486482e+07 74865845 
 9000221   0.8000   0.999809 2.286487e+07 22860508 
    -313   0.8920   1.000142 4.242098e+07 42427001 
     313   0.8920   1.000119 4.242098e+07 42426026 
     323   0.8920   0.999879 4.242098e+07 42415865 
    -323   0.8920   1.000072 4.242098e+07 42424022 
    2112   0.9380   1.000106 2.214816e+07 22150522 
   -2112   0.9380   0.999947 2.214816e+07 22146981 
    2212   0.9380   0.999960 2.214816e+07 22147281 
   -2212   0.9380   0.999952 2.214816e+07 22147102 
     331   0.9580   0.999941 9.949828e+06 9949242 
-9000211   0.9890   0.999587 8.421095e+06 8417620 
 9000211   0.9890   1.000410 8.421095e+06 8424552 
 9000111   0.9890   0.999682 8.421095e+06 8418414 
 9010221   0.9900   1.000076 8.375757e+06 8376397 
     333   1.0190   0.999965 2.147609e+07 21475337 
    3122   1.1160   0.999937 8.417373e+06 8416844 
   -3122   1.1160   0.999744 8.417373e+06 8415215 
   10223   1.1700   0.999817 9.359717e+06 9358000 
    3112   1.1890   1.000321 5.612834e+06 5614636 
   -3112   1.1890   0.999712 5.612834e+06 5611220 
    3212   1.1890   0.999915 5.612834e+06 5612357 
   -3212   1.1890   0.999839 5.612834e+06 5611928 
    3222   1.1890   0.999950 5.612834e+06 5612552 
   -3222   1.1890   0.999439 5.612834e+06 5609686 
  -10213   1.2295   0.999700 6.711785e+06 6709769 
   10213   1.2295   1.000299 6.711785e+06 6713791 
   10113   1.2295   0.999843 6.711785e+06 6710731 
   20213   1.2300   1.000437 6.692978e+06 6695906 
   20113   1.2300   1.000005 6.692978e+06 6693010 
  -20213   1.2300   1.000072 6.692978e+06 6693459 
    2224   1.2320   1.000447 8.824354e+06 8828299 
   -2224   1.2320   0.999563 8.824354e+06 8820501 
    2214   1.2320   0.999947 8.824354e+06 8823887 
   -2214   1.2320   0.999898 8.824354e+06 8823456 
    2114   1.2320   0.999753 8.824354e+06 8822174 
   -2114   1.2320   0.999453 8.824354e+06 8819527 
    1114   1.2320   0.999731 8.824354e+06 8821980 
   -1114   1.2320   0.999571 8.824354e+06 8820568 
  -10313   1.2720   0.999820 5.284154e+06 5283205 
  -10323   1.2720   0.999720 5.284154e+06 5282675 
   10323   1.2720   0.999841 5.284154e+06 5283312 
   10313   1.2720   0.999489 5.284154e+06 5281455 
     225   1.2760   0.999704 8.610338e+06 8607789 
   20223   1.2819   0.999223 4.996913e+06 4993029 
  100221   1.2940   0.999214 1.555511e+06 1554289 
